14056121;Tarjeta Credito;MasterCard;8299;20161201;643021;1132.2;ARS;3;1121468
19332238;Tarjeta Credito;Visa;2394;20161201;006191;3614.62;ARS;3;1121469
19332238;Tarjeta Credito;Visa;5021;20161201;006178;1759.5;ARS;3;1121470
555065090;Tarjeta Credito;Naranja;1018;20161201;875383;2019.6;ARS;6;1121471
555065090;Tarjeta Credito;Naranja;77;20161201;835306;1545.3;ARS;6;1121472
19332238;Tarjeta Credito;Visa;414;20161201;008349;3794.4;ARS;3;1121473
555065090;Tarjeta Credito;Naranja;5;20161201;995850;3863.25;ARS;6;1121474
14056121;Tarjeta Credito;MasterCard;965;20161201;579188;3457.8;ARS;3;1121475
19332238;Tarjeta Credito;Visa;9225;20161201;007072;3419.55;ARS;3;1121476
19332238;Tarjeta Credito;Visa;8959;20161201;006552;1048.05;ARS;3;1121477
19332238;Tarjeta Credito;Visa;16;20161201;006031;1509.75;ARS;3;1121478
19332238;Tarjeta Credito;Visa;3241;20161201;005880;3722.91;ARS;1;1121479
19332238;Tarjeta Credito;Visa;5105;20161201;010952;3507.5;ARS;3;1121480
555065090;Tarjeta Credito;Naranja;6049;20161201;936399;782.33;ARS;6;1121481
14056121;Tarjeta Credito;MasterCard;6060;20161201;672315;625.25;ARS;1;1121482
555065090;Tarjeta Credito;Naranja;8005;20161201;705990;2964.6;ARS;6;1121483
555065090;Tarjeta Credito;Naranja;6000;20161201;923678;1372.5;ARS;1;1121484
14056121;Tarjeta Credito;MasterCard;510;20161201;609319;1509.75;ARS;1;1121485
19332238;Tarjeta Credito;Visa;9325;20161201;013038;747.25;ARS;1;1121486
19332238;Tarjeta Credito;Visa;3483;20161201;201255;869.25;ARS;1;1121487
555065090;Tarjeta Credito;Naranja;5003;20161201;010478;1084.28;ARS;6;1121488
19332238;Tarjeta Credito;Visa;8721;20161201;011901;686.25;ARS;1;1121489
46823850000;Tarjeta Credito;Cabal;7757;20161201;037733;3766.75;ARS;6;1121490
19332238;Tarjeta Credito;Visa;4685;20161201;005840;1647;ARS;3;1121491
19332238;Tarjeta Credito;Visa;5528;20161201;006916;863.55;ARS;1;1121492
19332238;Tarjeta Credito;Visa;7168;20161201;013520;7726.5;ARS;1;1121493
19332238;Tarjeta Credito;Visa;7398;20161201;008360;2067.98;ARS;3;1121494
19332238;Tarjeta Credito;Visa;5386;20161201;006340;3439.05;ARS;3;1121495
